Run,Iteration,agent-0,agent-1,agent-2,agent-3,agent-4,agent-5,agent-6,agent-7,agent-8,agent-9,agent-10,agent-11,agent-12,agent-13,agent-14,agent-15,agent-16,agent-17,agent-18,agent-19,agent-20,agent-21,agent-22,agent-23,agent-24,agent-25,agent-26,agent-27,agent-28,agent-29,agent-30,agent-31,agent-32,agent-33,agent-34,agent-35,agent-36,agent-37,agent-38,agent-39
0,11,7,0,6,2,1,5,7,1,0,1,2,1,8,1,3,0,0,0,6,1,6,1,7,0,0,9,7,2,1,2,0,1,1,4,0,7,8,7,9,5
0,12,7,0,6,2,1,5,7,1,0,1,2,1,8,1,3,0,0,0,6,1,6,1,7,0,0,9,7,2,1,2,0,1,1,4,0,7,8,7,9,5
0,13,7,0,6,2,1,5,7,1,0,1,2,1,8,1,3,0,0,0,6,1,6,1,7,0,0,9,7,2,1,2,0,1,1,4,0,7,8,7,9,5
0,14,7,0,6,2,1,5,7,1,0,1,2,1,8,1,3,0,0,0,6,1,6,1,7,0,0,9,7,2,1,2,0,1,1,4,0,7,8,7,9,5
0,15,7,0,6,2,1,5,7,1,0,1,2,1,8,1,3,0,0,0,6,1,6,1,7,0,0,9,7,2,1,2,0,1,1,4,0,7,8,7,9,5
0,16,7,0,6,2,1,5,7,1,0,1,2,1,8,1,3,0,0,0,6,1,6,1,7,0,0,9,7,2,1,2,0,1,1,4,0,7,8,7,9,5
0,17,7,0,6,2,1,5,7,1,0,1,2,1,8,1,3,0,0,0,6,1,6,1,7,0,0,9,7,2,1,2,0,1,1,4,0,7,8,7,9,5
0,18,7,0,6,2,1,5,7,1,0,1,2,1,8,1,3,0,0,0,6,1,6,1,7,0,0,9,7,2,1,2,0,1,1,4,0,7,8,7,9,5
0,19,7,0,6,2,1,5,7,1,0,1,2,1,8,1,3,0,0,0,6,1,6,1,7,0,0,9,7,2,1,2,0,1,1,4,0,7,8,7,9,5
0,20,7,0,6,2,1,5,7,1,0,1,2,1,8,1,3,0,0,0,6,1,6,1,7,0,0,9,7,2,1,2,0,1,1,4,0,7,8,7,9,5
0,21,7,0,6,2,1,5,7,1,0,1,2,1,8,1,3,0,0,0,6,1,6,1,7,0,0,9,7,2,1,2,0,1,1,4,0,7,8,7,9,5
0,22,7,0,6,2,1,5,7,1,0,1,2,1,8,1,3,0,0,0,6,1,6,1,7,0,0,9,7,2,1,2,0,1,1,4,0,7,8,7,9,5
0,23,7,0,6,2,1,5,7,1,0,1,2,1,8,1,3,0,0,0,6,1,6,1,7,0,0,9,7,2,1,2,0,1,1,4,0,7,8,7,9,5
0,24,7,0,6,2,1,5,7,1,0,1,2,1,8,1,3,0,0,0,6,1,6,1,7,0,0,9,7,2,1,2,0,1,1,4,0,7,8,7,9,5
0,25,7,0,6,2,1,5,7,1,0,1,2,1,8,1,3,0,0,0,6,1,6,1,7,0,0,9,7,2,1,2,0,1,1,4,0,7,8,7,9,5
0,26,7,0,6,2,1,5,7,1,0,1,2,1,8,1,3,0,0,0,6,1,6,1,7,0,0,9,7,2,1,2,0,1,1,4,0,7,8,7,9,5
0,27,7,0,6,2,1,5,7,1,0,1,2,1,8,1,3,0,0,0,6,1,6,1,7,0,0,9,7,2,1,2,0,1,1,4,0,7,8,7,9,5
0,28,7,0,6,2,1,5,7,1,0,1,2,1,8,1,3,0,0,0,6,1,6,1,7,0,0,9,7,2,1,2,0,1,1,4,0,7,8,7,9,5
0,29,7,0,6,2,1,5,7,1,0,1,2,1,8,1,3,0,0,0,6,1,6,1,7,0,0,9,7,2,1,2,0,1,1,4,0,7,8,7,9,5
0,30,7,0,6,2,1,5,7,1,0,1,2,1,8,1,3,0,0,0,6,1,6,1,7,0,0,9,7,2,1,2,0,1,1,4,0,7,8,7,9,5
0,31,7,0,6,2,1,5,7,1,0,1,2,1,8,1,3,0,0,0,6,1,6,1,7,0,0,9,7,2,1,2,0,1,1,4,0,7,8,7,9,5
0,32,7,0,6,2,1,5,7,1,0,1,2,1,8,1,3,0,0,0,6,1,6,1,7,0,0,9,7,2,1,2,0,1,1,4,0,7,8,7,9,5
0,33,7,0,6,2,1,5,7,1,0,1,2,1,8,1,3,0,0,0,6,1,6,1,7,0,0,9,7,2,1,2,0,1,1,4,0,7,8,7,9,5
0,34,7,0,6,2,1,5,7,1,0,1,2,1,8,1,3,0,0,0,6,1,6,1,7,0,0,9,7,2,1,2,0,1,1,4,0,7,8,7,9,5
0,35,7,0,6,2,1,5,7,1,0,1,2,1,8,1,3,0,0,0,6,1,6,1,7,0,0,9,7,2,1,2,0,1,1,4,0,7,8,7,9,5
0,36,7,0,6,2,1,5,7,1,0,1,2,1,8,1,3,0,0,0,6,1,6,1,7,0,0,9,7,2,1,2,0,1,1,4,0,7,8,7,9,5
0,37,7,0,6,2,1,5,7,1,0,1,2,1,8,1,3,0,0,0,6,1,6,1,7,0,0,9,7,2,1,2,0,1,1,4,0,7,8,7,9,5
0,38,7,0,6,2,1,5,7,1,0,1,2,1,8,1,3,0,0,0,6,1,6,1,7,0,0,9,7,2,1,2,0,1,1,4,0,7,8,7,9,5
0,39,7,0,6,2,1,5,7,1,0,1,2,1,8,1,3,0,0,0,6,1,6,1,7,0,0,9,7,2,1,2,0,1,1,4,0,7,8,7,9,5
