Run,Iteration,agent-0,agent-1,agent-2,agent-3,agent-4,agent-5,agent-6,agent-7,agent-8,agent-9,agent-10,agent-11,agent-12,agent-13,agent-14,agent-15,agent-16,agent-17,agent-18,agent-19,agent-20,agent-21,agent-22,agent-23,agent-24,agent-25,agent-26,agent-27,agent-28,agent-29,agent-30,agent-31,agent-32,agent-33,agent-34,agent-35,agent-36,agent-37,agent-38,agent-39
0,23,2,5,6,7,5,2,6,9,0,0,4,8,7,4,7,3,7,2,0,4,5,3,0,1,8,9,1,2,6,9,8,8,3,6,5,6,5,1,0,7
0,24,2,5,6,7,5,2,6,9,0,0,4,8,7,4,7,3,7,2,0,4,5,3,0,1,8,9,1,2,6,9,8,8,3,6,5,6,5,1,0,7
0,25,2,5,6,7,5,2,6,9,0,0,4,8,7,4,7,3,7,2,0,4,5,3,0,1,8,9,1,2,6,9,8,8,3,6,5,6,5,1,0,7
0,26,2,5,6,7,5,2,6,9,0,0,4,8,7,4,7,3,7,2,0,4,5,3,0,1,8,9,1,2,6,9,8,8,3,6,5,6,5,1,0,7
0,27,2,5,6,7,5,2,6,9,0,0,4,8,7,4,7,3,7,2,0,4,5,3,0,1,8,9,1,2,6,9,8,8,3,6,5,6,5,1,0,7
0,28,2,5,6,7,5,2,6,9,0,0,4,8,7,4,7,3,7,2,0,4,5,3,0,1,8,9,1,2,6,9,8,8,3,6,5,6,5,1,0,7
0,29,2,5,6,7,5,2,6,9,0,0,4,8,7,4,7,3,7,2,0,4,5,3,0,1,8,9,1,2,6,9,8,8,3,6,5,6,5,1,0,7
0,30,2,5,6,7,5,2,6,9,0,0,4,8,7,4,7,3,7,2,0,4,5,3,0,1,8,9,1,2,6,9,8,8,3,6,5,6,5,1,0,7
0,31,2,5,6,7,5,2,6,9,0,0,4,8,7,4,7,3,7,2,0,4,5,3,0,1,8,9,1,2,6,9,8,8,3,6,5,6,5,1,0,7
0,32,2,5,6,7,5,2,6,9,0,0,4,8,7,4,7,3,7,2,0,4,5,3,0,1,8,9,1,2,6,9,8,8,3,6,5,6,5,1,0,7
0,33,2,5,6,7,5,2,6,9,0,0,4,8,7,4,7,3,7,2,0,4,5,3,0,1,8,9,1,2,6,9,8,8,3,6,5,6,5,1,0,7
0,34,2,5,6,7,5,2,6,9,0,0,4,8,7,4,7,3,7,2,0,4,5,3,0,1,8,9,1,2,6,9,8,8,3,6,5,6,5,1,0,7
0,35,2,5,6,7,5,2,6,9,0,0,4,8,7,4,7,3,7,2,0,4,5,3,0,1,8,9,1,2,6,9,8,8,3,6,5,6,5,1,0,7
0,36,2,5,6,7,5,2,6,9,0,0,4,8,7,4,7,3,7,2,0,4,5,3,0,1,8,9,1,2,6,9,8,8,3,6,5,6,5,1,0,7
0,37,2,5,6,7,5,2,6,9,0,0,4,8,7,4,7,3,7,2,0,4,5,3,0,1,8,9,1,2,6,9,8,8,3,6,5,6,5,1,0,7
0,38,2,5,6,7,5,2,6,9,0,0,4,8,7,4,7,3,7,2,0,4,5,3,0,1,8,9,1,2,6,9,8,8,3,6,5,6,5,1,0,7
0,39,2,5,6,7,5,2,6,9,0,0,4,8,7,4,7,3,7,2,0,4,5,3,0,1,8,9,1,2,6,9,8,8,3,6,5,6,5,1,0,7
