Run,Iteration,agent-0,agent-1,agent-2,agent-3,agent-4,agent-5,agent-6,agent-7,agent-8,agent-9,agent-10,agent-11,agent-12,agent-13,agent-14,agent-15,agent-16,agent-17,agent-18,agent-19,agent-20,agent-21,agent-22,agent-23,agent-24,agent-25,agent-26,agent-27,agent-28,agent-29,agent-30
0,15,6,2,9,2,8,7,6,9,0,2,4,8,4,1,1,9,9,2,4,5,9,3,2,0,2,0,6,5,6,9,0
0,16,6,2,9,2,8,7,6,9,0,2,4,8,4,1,1,9,9,2,4,5,9,3,2,0,2,0,6,5,6,9,0
0,17,6,2,9,2,8,7,6,9,0,2,4,8,4,1,1,9,9,2,4,5,9,3,2,0,2,0,6,5,6,9,0
0,18,6,2,9,2,8,7,6,9,0,2,4,8,4,1,1,9,9,2,4,5,9,3,2,0,2,0,6,5,6,9,0
0,19,6,2,9,2,8,7,6,9,0,2,4,8,4,1,1,9,9,2,4,5,9,3,2,0,2,0,6,5,6,9,0
0,20,6,2,9,2,8,7,6,9,0,2,4,8,4,1,1,9,9,2,4,5,9,3,2,0,2,0,6,5,6,9,0
0,21,6,2,9,2,8,7,6,9,0,2,4,8,4,1,1,9,9,2,4,5,9,3,2,0,2,0,6,5,6,9,0
0,22,6,2,9,2,8,7,6,9,0,2,4,8,4,1,1,9,9,2,4,5,9,3,2,0,2,0,6,5,6,9,0
0,23,6,2,9,2,8,7,6,9,0,2,4,8,4,1,1,9,9,2,4,5,9,3,2,0,2,0,6,5,6,9,0
0,24,6,2,9,2,8,7,6,9,0,2,4,8,4,1,1,9,9,2,4,5,9,3,2,0,2,0,6,5,6,9,0
0,25,6,2,9,2,8,7,6,9,0,2,4,8,4,1,1,9,9,2,4,5,9,3,2,0,2,0,6,5,6,9,0
0,26,6,2,9,2,8,7,6,9,0,2,4,8,4,1,1,9,9,2,4,5,9,3,2,0,2,0,6,5,6,9,0
0,27,6,2,9,2,8,7,6,9,0,2,4,8,4,1,1,9,9,2,4,5,9,3,2,0,2,0,6,5,6,9,0
0,28,6,2,9,2,8,7,6,9,0,2,4,8,4,1,1,9,9,2,4,5,9,3,2,0,2,0,6,5,6,9,0
0,29,6,2,9,2,8,7,6,9,0,2,4,8,4,1,1,9,9,2,4,5,9,3,2,0,2,0,6,5,6,9,0
0,30,6,2,9,2,8,7,6,9,0,2,4,8,4,1,1,9,9,2,4,5,9,3,2,0,2,0,6,5,6,9,0
0,31,6,2,9,2,8,7,6,9,0,2,4,8,4,1,1,9,9,2,4,5,9,3,2,0,2,0,6,5,6,9,0
0,32,6,2,9,2,8,7,6,9,0,2,4,8,4,1,1,9,9,2,4,5,9,3,2,0,2,0,6,5,6,9,0
0,33,6,2,9,2,8,7,6,9,0,2,4,8,4,1,1,9,9,2,4,5,9,3,2,0,2,0,6,5,6,9,0
0,34,6,2,9,2,8,7,6,9,0,2,4,8,4,1,1,9,9,2,4,5,9,3,2,0,2,0,6,5,6,9,0
0,35,6,2,9,2,8,7,6,9,0,2,4,8,4,1,1,9,9,2,4,5,9,3,2,0,2,0,6,5,6,9,0
0,36,6,2,9,2,8,7,6,9,0,2,4,8,4,1,1,9,9,2,4,5,9,3,2,0,2,0,6,5,6,9,0
0,37,6,2,9,2,8,7,6,9,0,2,4,8,4,1,1,9,9,2,4,5,9,3,2,0,2,0,6,5,6,9,0
0,38,6,2,9,2,8,7,6,9,0,2,4,8,4,1,1,9,9,2,4,5,9,3,2,0,2,0,6,5,6,9,0
0,39,6,2,9,2,8,7,6,9,0,2,4,8,4,1,1,9,9,2,4,5,9,3,2,0,2,0,6,5,6,9,0
